id,host_since,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
21208672,2017-03-09,,,,,,
21210884,2017-07-31,9.0,10.0,8.0,9.0,10.0,8.0
21210905,2015-02-07,9.0,8.0,9.0,9.0,10.0,9.0
21211253,2017-08-02,,,,,,
21214473,2015-06-13,10.0,10.0,8.0,8.0,9.0,10.0
21215151,2017-02-28,9.0,9.0,10.0,9.0,10.0,9.0
21215249,2017-10-04,10.0,10.0,10.0,10.0,10.0,10.0
21215556,2017-10-04,10.0,8.0,10.0,10.0,10.0,10.0
21216827,2015-05-05,10.0,10.0,10.0,10.0,10.0,10.0
21217563,2014-01-28,8.0,9.0,10.0,10.0,9.0,9.0
21218304,2014-08-10,10.0,9.0,10.0,10.0,10.0,9.0
21218569,2016-02-16,9.0,8.0,9.0,9.0,10.0,10.0
21219412,2017-07-27,10.0,10.0,10.0,10.0,9.0,10.0
21219432,2017-10-04,,,,,,
21221063,2017-10-05,,,,,,
21224597,2017-07-27,10.0,10.0,10.0,10.0,10.0,10.0
21224767,2016-02-23,10.0,10.0,10.0,10.0,10.0,9.0
21226223,2011-08-24,10.0,10.0,10.0,10.0,10.0,10.0
21228038,2017-01-18,,,,,,
21228180,2017-10-05,,,,,,
21228383,2015-11-25,10.0,10.0,10.0,10.0,10.0,10.0
21229209,2017-10-05,10.0,10.0,10.0,10.0,10.0,10.0
21229785,2017-10-05,,,,,,
21231461,2017-10-05,10.0,10.0,10.0,10.0,9.0,10.0
21232101,2015-08-28,,,,,,
21233744,2014-12-23,,,,,,
21238497,2017-05-15,,,,,,
21239841,2012-10-02,10.0,10.0,10.0,10.0,10.0,10.0
21240297,2015-07-24,,,,,,
21241414,2017-03-31,,,,,,
21241914,2012-02-12,9.0,9.0,10.0,9.0,10.0,9.0
21243421,2016-08-22,8.0,8.0,4.0,4.0,8.0,8.0
21243451,2017-07-16,10.0,10.0,10.0,10.0,10.0,10.0
21243758,2017-10-06,10.0,9.0,10.0,10.0,9.0,10.0
21244188,2016-08-23,10.0,10.0,10.0,10.0,10.0,10.0
21245882,2012-03-06,10.0,10.0,10.0,10.0,10.0,10.0
21249347,2015-07-15,10.0,10.0,10.0,10.0,9.0,10.0
21251281,2016-08-23,10.0,10.0,10.0,10.0,10.0,10.0
21251566,2013-03-03,9.0,8.0,9.0,7.0,9.0,8.0
21253910,2014-10-15,10.0,10.0,10.0,10.0,10.0,10.0
21254299,2017-05-30,,,,,,
21254808,2017-09-23,9.0,10.0,10.0,10.0,10.0,10.0
21257187,2016-09-18,10.0,10.0,10.0,10.0,10.0,10.0
21261654,2014-01-03,9.0,10.0,9.0,10.0,10.0,10.0
21261656,2014-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21261848,2016-01-28,10.0,9.0,10.0,10.0,10.0,10.0
21263265,2013-12-29,,,,,,
21263903,2014-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21264411,2012-12-18,10.0,10.0,10.0,10.0,9.0,10.0
21265620,2017-10-08,,,,,,
21266843,2014-01-03,10.0,10.0,8.0,10.0,10.0,6.0
21266938,2014-01-03,8.0,10.0,10.0,10.0,10.0,9.0
21267034,2014-01-03,,,,,,
21267121,2014-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21267198,2014-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21267270,2014-01-03,9.0,10.0,8.0,9.0,10.0,8.0
21267327,2014-01-03,,,,,,
21274494,2017-10-09,10.0,10.0,10.0,10.0,10.0,10.0
21276895,2016-02-03,10.0,10.0,9.0,10.0,10.0,9.0
21276903,2017-08-30,10.0,10.0,10.0,10.0,10.0,10.0
21278067,2017-10-09,10.0,10.0,10.0,10.0,10.0,10.0
21278706,2016-11-27,10.0,10.0,10.0,10.0,10.0,10.0
21279399,2016-02-20,10.0,10.0,10.0,10.0,10.0,10.0
21279500,2015-03-11,,,,,,
21280278,2014-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21280900,2017-10-09,9.0,8.0,9.0,9.0,9.0,8.0
21281627,2015-07-09,10.0,10.0,10.0,10.0,9.0,9.0
21289699,2015-06-12,,,,,,
21290037,2017-10-09,9.0,7.0,10.0,10.0,10.0,9.0
21290088,2014-05-13,10.0,10.0,10.0,10.0,10.0,10.0
21290100,2016-02-01,10.0,10.0,10.0,10.0,10.0,10.0
21290103,2015-09-09,9.0,10.0,9.0,9.0,10.0,10.0
21290206,2014-06-04,,,,,,
21292194,2015-10-19,6.0,4.0,6.0,10.0,10.0,8.0
21292446,2012-03-08,10.0,10.0,10.0,10.0,10.0,9.0
21295215,2016-02-03,10.0,10.0,9.0,10.0,10.0,9.0
21295435,2017-10-10,10.0,10.0,10.0,10.0,10.0,10.0
21295793,2016-02-03,10.0,9.0,10.0,10.0,10.0,9.0
21297115,2017-10-10,9.0,9.0,9.0,9.0,9.0,9.0
21297412,2014-03-01,10.0,10.0,10.0,10.0,10.0,9.0
21298031,2017-09-14,10.0,10.0,10.0,10.0,10.0,9.0
21298149,2017-07-05,10.0,8.0,10.0,10.0,8.0,10.0
21306508,2015-04-27,9.0,10.0,10.0,10.0,10.0,9.0
21307845,2013-08-14,8.0,8.0,8.0,8.0,9.0,9.0
21307966,2016-03-30,10.0,10.0,10.0,10.0,10.0,10.0
21309141,2017-10-11,10.0,10.0,10.0,10.0,10.0,10.0
21309869,2013-07-03,10.0,10.0,10.0,10.0,10.0,10.0
21311539,2016-06-13,10.0,10.0,10.0,10.0,10.0,10.0
21311729,2017-05-20,10.0,9.0,9.0,9.0,10.0,10.0
21314047,2014-08-24,10.0,9.0,10.0,10.0,10.0,10.0
21315415,2017-01-03,10.0,10.0,10.0,10.0,10.0,10.0
21318975,2015-09-09,9.0,10.0,10.0,10.0,10.0,8.0
21320374,2015-09-09,10.0,10.0,9.0,10.0,10.0,10.0
21322762,2017-10-12,8.0,10.0,10.0,10.0,10.0,10.0
21323133,2014-11-07,10.0,10.0,10.0,10.0,10.0,10.0
21324609,2014-07-11,10.0,10.0,10.0,10.0,10.0,10.0
21324765,2016-05-17,10.0,9.0,10.0,10.0,10.0,10.0
21325380,2017-06-24,10.0,10.0,10.0,10.0,10.0,10.0
21326784,2014-06-10,,,,,,
21334478,2015-09-09,7.0,10.0,9.0,7.0,10.0,9.0
21336218,2011-08-15,9.0,10.0,10.0,10.0,10.0,9.0
21337077,2015-09-09,10.0,10.0,9.0,10.0,10.0,9.0
21342746,2015-09-09,10.0,10.0,10.0,10.0,10.0,10.0
21342999,2015-03-12,7.0,5.0,6.0,8.0,9.0,6.0
21343464,2014-11-18,10.0,10.0,10.0,10.0,10.0,10.0
21344556,2016-03-02,10.0,9.0,10.0,10.0,10.0,10.0
21348331,2015-12-02,10.0,10.0,10.0,10.0,9.0,10.0
21352178,2015-09-24,10.0,9.0,10.0,10.0,10.0,9.0
21352425,2014-11-18,10.0,10.0,10.0,10.0,10.0,10.0
21353355,2010-09-14,10.0,10.0,10.0,10.0,10.0,10.0
21360822,2013-08-03,10.0,10.0,10.0,10.0,10.0,10.0
21361062,2015-01-04,9.0,9.0,10.0,9.0,10.0,9.0
21364411,2017-10-15,10.0,10.0,10.0,10.0,10.0,10.0
21366577,2012-09-12,10.0,10.0,10.0,10.0,9.0,10.0
21368263,2012-02-01,10.0,10.0,10.0,10.0,10.0,10.0
21370920,2017-05-22,10.0,10.0,10.0,10.0,10.0,10.0
21371195,2016-11-27,10.0,10.0,10.0,10.0,10.0,10.0
21371197,2016-11-27,9.0,10.0,10.0,10.0,10.0,10.0
21372903,2017-08-01,10.0,10.0,10.0,10.0,10.0,10.0
21378172,2012-02-09,10.0,10.0,10.0,10.0,10.0,10.0
21378741,2016-02-03,10.0,9.0,10.0,10.0,9.0,9.0
21380098,2016-06-05,9.0,8.0,10.0,9.0,10.0,9.0
21380835,2015-04-23,10.0,10.0,10.0,10.0,10.0,10.0
21381106,2014-08-16,,,,,,
21381641,2016-02-03,10.0,10.0,9.0,10.0,10.0,9.0
21382694,2017-10-16,,,,,,
21383009,2017-09-29,10.0,10.0,10.0,10.0,10.0,9.0
21383010,2017-09-29,10.0,10.0,10.0,9.0,9.0,9.0
21383011,2017-09-29,10.0,10.0,10.0,10.0,9.0,9.0
21384381,2011-11-16,10.0,9.0,10.0,10.0,10.0,10.0
21391307,2012-02-09,10.0,10.0,10.0,10.0,10.0,10.0
21394240,2017-10-17,10.0,10.0,10.0,10.0,10.0,10.0
21396879,2014-03-31,10.0,9.0,10.0,10.0,8.0,9.0
21396917,2015-06-03,10.0,10.0,10.0,10.0,10.0,10.0
21398002,2013-08-14,7.0,8.0,8.0,10.0,8.0,10.0
21409864,2014-08-06,10.0,10.0,10.0,10.0,10.0,10.0
21411962,2016-07-13,,,,,,
21422140,2015-01-29,,,,,,
21424867,2015-08-10,10.0,10.0,10.0,10.0,10.0,10.0
21428621,2015-04-24,10.0,10.0,10.0,10.0,9.0,10.0
21428764,2016-08-11,10.0,10.0,10.0,10.0,10.0,10.0
21429392,2017-10-20,10.0,10.0,10.0,10.0,9.0,9.0
21434098,2013-07-18,10.0,10.0,10.0,10.0,10.0,10.0
21434277,2017-04-29,10.0,10.0,10.0,10.0,9.0,10.0
21435388,2011-12-09,10.0,10.0,10.0,10.0,10.0,10.0
21437139,2011-12-09,10.0,10.0,10.0,10.0,10.0,10.0
21437213,2016-10-25,10.0,10.0,10.0,10.0,10.0,10.0
21438820,2017-09-20,9.0,9.0,9.0,9.0,10.0,10.0
21440958,2016-01-01,10.0,10.0,10.0,10.0,10.0,10.0
21443689,2014-04-02,10.0,10.0,10.0,10.0,10.0,10.0
21446808,2016-03-01,10.0,10.0,10.0,10.0,10.0,9.0
21461820,2017-10-22,,,,,,
21469564,2016-02-21,10.0,9.0,10.0,10.0,10.0,10.0
21470147,2013-08-14,9.0,9.0,10.0,9.0,10.0,9.0
21471339,2016-10-15,10.0,10.0,10.0,10.0,8.0,10.0
21471940,2014-04-13,10.0,10.0,10.0,10.0,10.0,10.0
21472604,2012-03-01,10.0,10.0,10.0,10.0,9.0,10.0
21473031,2017-02-26,10.0,10.0,10.0,10.0,9.0,10.0
21474768,2014-05-31,8.0,8.0,8.0,8.0,10.0,10.0
21475009,2017-10-23,,,,,,
21475320,2014-03-03,,,,,,
21482635,2013-11-27,,,,,,
21489042,2013-01-30,9.0,9.0,10.0,10.0,10.0,9.0
21490338,2015-08-30,10.0,10.0,10.0,10.0,10.0,10.0
21492856,2016-07-15,10.0,10.0,10.0,10.0,10.0,10.0
21498045,2014-10-17,,,,,,
21503452,2016-05-10,,,,,,
21527460,2014-04-17,,,,,,
21529999,2013-08-14,8.0,7.0,8.0,9.0,9.0,7.0
21533893,2013-08-02,10.0,10.0,10.0,10.0,10.0,10.0
21539830,2014-06-19,10.0,10.0,10.0,10.0,10.0,10.0
21540624,2013-11-10,10.0,10.0,10.0,10.0,10.0,10.0
21549377,2016-05-16,10.0,10.0,10.0,10.0,10.0,10.0
21561353,2016-04-26,10.0,10.0,10.0,10.0,10.0,10.0
21565934,2014-07-17,10.0,8.0,10.0,10.0,10.0,10.0
21576075,2017-10-31,10.0,10.0,10.0,10.0,10.0,10.0
21580259,2013-09-28,10.0,9.0,10.0,10.0,10.0,9.0
21582753,2011-12-09,10.0,10.0,10.0,10.0,10.0,9.0
21583513,2011-12-09,10.0,10.0,10.0,10.0,10.0,9.0
21589826,2013-11-30,9.0,9.0,10.0,10.0,9.0,9.0
21590567,2017-01-03,8.0,9.0,8.0,9.0,9.0,8.0
21592169,2016-12-28,10.0,10.0,10.0,10.0,10.0,10.0
21593670,2016-06-24,9.0,9.0,10.0,10.0,10.0,9.0
21595396,2016-03-22,10.0,10.0,10.0,10.0,10.0,10.0
21606170,2017-02-28,6.0,6.0,10.0,6.0,8.0,6.0
21606750,2012-03-21,10.0,10.0,10.0,10.0,10.0,8.0
21617171,2016-10-25,10.0,10.0,10.0,10.0,10.0,10.0
21619991,2017-01-03,10.0,8.0,10.0,10.0,10.0,10.0
21622088,2017-03-13,10.0,10.0,10.0,10.0,10.0,10.0
21622623,2015-10-20,10.0,10.0,10.0,10.0,9.0,10.0
21622665,2016-05-17,10.0,10.0,10.0,10.0,10.0,10.0
21624252,2015-06-26,9.0,10.0,10.0,10.0,9.0,10.0
21624710,2014-09-24,10.0,9.0,9.0,10.0,9.0,10.0
21632665,2017-06-14,,,,,,
21637595,2017-11-04,10.0,10.0,10.0,10.0,9.0,10.0
21642410,2014-10-20,,,,,,
21643082,2015-06-28,10.0,10.0,10.0,10.0,10.0,10.0
21643857,2014-10-20,,,,,,
21659360,2012-04-28,10.0,9.0,10.0,9.0,10.0,10.0
21659986,2012-02-11,10.0,10.0,10.0,10.0,10.0,10.0
21660484,2013-06-05,10.0,10.0,10.0,10.0,10.0,10.0
21665490,2016-05-28,10.0,10.0,10.0,10.0,10.0,10.0
21665572,2014-06-24,10.0,8.0,10.0,10.0,10.0,10.0
21668405,2016-09-12,10.0,10.0,10.0,10.0,9.0,9.0
21669264,2015-01-06,10.0,10.0,10.0,10.0,10.0,10.0
21672828,2013-11-27,,,,,,
21675844,2016-05-01,10.0,9.0,10.0,10.0,10.0,10.0
21677675,2017-02-28,10.0,9.0,10.0,10.0,10.0,9.0
21677985,2015-03-01,10.0,9.0,10.0,10.0,10.0,10.0
21678278,2017-10-21,,,,,,
21678309,2015-03-01,10.0,10.0,10.0,10.0,10.0,10.0
21681166,2011-12-28,,,,,,
21681694,2017-11-07,10.0,10.0,10.0,10.0,10.0,10.0
21683480,2013-04-09,,,,,,
21684576,2015-03-11,,,,,,
21689945,2017-10-29,10.0,10.0,10.0,10.0,10.0,10.0
21695636,2017-11-08,10.0,10.0,10.0,10.0,10.0,10.0
21696485,2017-11-08,10.0,10.0,10.0,10.0,10.0,10.0
21697379,2016-10-25,10.0,10.0,10.0,10.0,10.0,10.0
21698672,2016-01-09,10.0,10.0,10.0,10.0,8.0,10.0
21699318,2016-03-01,10.0,10.0,10.0,10.0,10.0,10.0
21701083,2014-10-09,9.0,9.0,10.0,9.0,9.0,9.0
21701464,2017-04-15,10.0,10.0,10.0,10.0,10.0,10.0
21708147,2017-08-17,10.0,10.0,10.0,10.0,10.0,10.0
21712523,2017-11-09,10.0,10.0,10.0,10.0,10.0,10.0
21712655,2017-10-20,10.0,10.0,10.0,10.0,10.0,10.0
21712702,2017-10-20,10.0,10.0,10.0,10.0,10.0,9.0
21712728,2017-10-20,10.0,10.0,10.0,10.0,10.0,9.0
21712769,2017-10-20,10.0,10.0,10.0,10.0,10.0,9.0
21712811,2017-10-20,9.0,10.0,10.0,10.0,10.0,9.0
21714402,2016-01-29,,,,,,
21716007,2016-08-22,10.0,10.0,10.0,10.0,10.0,10.0
21717071,2017-11-08,,,,,,
21717097,2017-11-08,,,,,,
21717098,2017-11-08,,,,,,
21726884,2013-02-22,10.0,10.0,10.0,10.0,10.0,9.0
21727506,2014-09-16,10.0,10.0,10.0,10.0,10.0,10.0
21729421,2014-06-09,10.0,10.0,10.0,10.0,10.0,10.0
21729941,2015-08-04,10.0,9.0,10.0,10.0,10.0,9.0
21730170,2011-12-28,10.0,10.0,10.0,10.0,10.0,10.0
21748460,2016-05-18,9.0,9.0,10.0,9.0,9.0,9.0
21752199,2014-12-16,10.0,10.0,10.0,10.0,9.0,9.0
21754725,2017-11-11,10.0,10.0,10.0,10.0,10.0,10.0
21756002,2013-02-01,10.0,10.0,10.0,9.0,10.0,9.0
21762557,2014-05-17,10.0,10.0,10.0,10.0,10.0,10.0
21763856,2016-05-11,10.0,10.0,10.0,10.0,10.0,10.0
21766819,2014-01-02,,,,,,
21767040,2015-06-21,10.0,9.0,10.0,10.0,10.0,10.0
21769517,2011-11-16,,,,,,
21781333,2015-01-28,,,,,,
21782048,2009-09-30,10.0,10.0,10.0,10.0,9.0,9.0
21785741,2012-02-12,10.0,10.0,10.0,10.0,10.0,10.0
21786420,2013-04-25,,,,,,
21786834,2017-08-23,9.0,10.0,10.0,9.0,10.0,10.0
21797388,2017-04-18,,,,,,
21798486,2013-10-22,10.0,10.0,10.0,10.0,10.0,10.0
21798680,2016-09-29,10.0,10.0,10.0,10.0,10.0,10.0
21801559,2017-11-07,,,,,,
21804243,2011-11-14,10.0,10.0,10.0,10.0,10.0,10.0
21810771,2013-12-26,10.0,10.0,10.0,10.0,10.0,10.0
21810786,2017-11-16,,,,,,
21817632,2017-11-16,10.0,10.0,10.0,10.0,10.0,9.0
21821092,2017-07-30,10.0,10.0,10.0,10.0,10.0,10.0
21832670,2016-03-25,10.0,10.0,10.0,10.0,10.0,10.0
21836513,2017-11-18,10.0,10.0,10.0,10.0,10.0,10.0
21838050,2013-03-01,10.0,10.0,10.0,10.0,10.0,10.0
21838336,2016-10-24,9.0,9.0,10.0,10.0,10.0,10.0
21838378,2017-11-18,,,,,,
21838615,2013-01-16,10.0,10.0,10.0,10.0,10.0,10.0
21839422,2012-08-30,10.0,10.0,10.0,10.0,10.0,10.0
21840043,2013-01-16,10.0,10.0,10.0,10.0,10.0,10.0
21845198,2014-06-09,,,,,,
21848166,2016-05-27,10.0,10.0,10.0,10.0,9.0,10.0
21850536,2016-04-28,10.0,10.0,10.0,10.0,10.0,10.0
21851805,2017-11-19,10.0,10.0,10.0,10.0,10.0,10.0
21851889,2011-05-28,9.0,10.0,10.0,10.0,9.0,9.0
21867757,2012-01-23,10.0,10.0,10.0,10.0,9.0,10.0
21868994,2015-01-05,10.0,10.0,10.0,10.0,10.0,10.0
21869480,2017-11-20,10.0,10.0,10.0,10.0,8.0,9.0
21871311,2017-07-27,10.0,9.0,10.0,10.0,9.0,10.0
21878666,2011-03-04,10.0,10.0,10.0,10.0,10.0,10.0
21879960,2012-05-25,10.0,10.0,10.0,10.0,10.0,10.0
21881708,2013-08-14,10.0,10.0,10.0,10.0,10.0,10.0
21881807,2013-08-14,10.0,9.0,10.0,8.0,8.0,9.0
21881859,2013-08-14,10.0,10.0,10.0,10.0,8.0,10.0
21881893,2013-08-14,10.0,10.0,8.0,10.0,10.0,10.0
21899319,2010-04-29,10.0,10.0,10.0,10.0,10.0,10.0
21905307,2017-11-23,10.0,8.0,10.0,10.0,10.0,10.0
21910205,2015-03-25,10.0,10.0,10.0,10.0,10.0,10.0
21925063,2014-10-01,10.0,10.0,10.0,10.0,10.0,10.0
21931663,2015-10-14,10.0,10.0,10.0,10.0,10.0,10.0
21933446,2013-06-20,9.0,9.0,9.0,10.0,10.0,9.0
21934497,2017-03-06,10.0,10.0,10.0,10.0,10.0,10.0
21945405,2011-09-09,10.0,10.0,10.0,10.0,9.0,10.0
21946737,2017-11-26,,,,,,
21948354,2016-01-18,10.0,10.0,9.0,10.0,10.0,10.0
21950186,2014-06-20,10.0,10.0,10.0,10.0,10.0,10.0
21961641,2015-08-05,,,,,,
21963671,2016-05-02,10.0,10.0,10.0,10.0,10.0,10.0
21983036,2015-02-22,10.0,10.0,10.0,10.0,10.0,10.0
21983210,2015-10-03,10.0,10.0,10.0,10.0,10.0,10.0
21994620,2015-12-13,,,,,,
22000235,2017-11-08,10.0,10.0,10.0,10.0,10.0,10.0
22001855,2011-10-10,9.0,10.0,10.0,10.0,10.0,10.0
22010350,2016-10-24,10.0,9.0,9.0,9.0,9.0,9.0
22010819,2014-07-09,10.0,10.0,10.0,10.0,10.0,10.0
22032425,2016-02-03,9.0,10.0,10.0,10.0,9.0,9.0
22032650,2016-02-03,10.0,10.0,10.0,10.0,10.0,9.0
22033444,2016-02-03,9.0,9.0,9.0,10.0,9.0,9.0
22033531,2016-02-03,9.0,9.0,9.0,10.0,10.0,10.0
22033596,2016-02-03,10.0,10.0,10.0,9.0,9.0,10.0
22035027,2014-02-06,10.0,9.0,10.0,10.0,10.0,9.0
22045856,2011-05-11,10.0,10.0,10.0,9.0,10.0,10.0
22048201,2015-05-26,10.0,10.0,10.0,10.0,10.0,10.0
22050120,2017-11-08,10.0,10.0,10.0,10.0,10.0,10.0
22059324,2013-08-28,10.0,10.0,10.0,10.0,10.0,10.0
22060663,2017-05-14,10.0,9.0,10.0,10.0,9.0,10.0
22063431,2015-02-10,10.0,10.0,10.0,10.0,9.0,9.0
22076766,2011-04-13,,,,,,
22077588,2017-09-13,,,,,,
22084054,2017-07-27,10.0,9.0,10.0,10.0,10.0,9.0
22084100,2017-08-14,10.0,9.0,10.0,10.0,10.0,9.0
22088972,2015-11-22,10.0,10.0,10.0,10.0,10.0,10.0
22089645,2012-06-23,10.0,10.0,10.0,10.0,10.0,10.0
22103068,2012-03-05,10.0,10.0,10.0,10.0,10.0,9.0
22119637,2014-05-16,10.0,9.0,10.0,10.0,9.0,10.0
22123171,2017-07-27,10.0,10.0,10.0,10.0,10.0,10.0
22124112,2016-08-05,10.0,9.0,10.0,10.0,10.0,10.0
22144773,2017-02-01,8.0,10.0,10.0,10.0,10.0,8.0
22146496,2017-12-07,8.0,10.0,10.0,10.0,10.0,10.0
22159043,2017-01-03,10.0,10.0,10.0,4.0,10.0,6.0
22161810,2015-06-17,10.0,9.0,10.0,10.0,9.0,10.0
22163664,2017-07-27,10.0,9.0,10.0,10.0,9.0,9.0
22163729,2017-07-27,9.0,9.0,10.0,10.0,9.0,9.0
22164689,2013-02-04,10.0,9.0,10.0,9.0,10.0,9.0
22164697,2013-02-04,10.0,9.0,7.0,8.0,10.0,6.0
22167219,2017-11-30,,,,,,
22167222,2017-11-30,10.0,10.0,10.0,10.0,10.0,10.0
22167223,2017-11-30,,,,,,
22167226,2017-11-30,,,,,,
22167599,2012-10-29,10.0,10.0,10.0,10.0,9.0,10.0
22179139,2017-12-09,9.0,9.0,10.0,10.0,10.0,9.0
22179687,2016-09-29,,,,,,
22180891,2017-05-04,10.0,10.0,10.0,10.0,10.0,9.0
22181357,2015-03-02,10.0,10.0,10.0,10.0,10.0,10.0
22188023,2017-12-10,10.0,10.0,10.0,10.0,10.0,10.0
22190581,2014-09-14,10.0,10.0,9.0,10.0,10.0,9.0
22192996,2012-08-01,10.0,9.0,10.0,10.0,9.0,10.0
22193773,2015-06-14,10.0,10.0,10.0,10.0,9.0,10.0
22193912,2016-09-18,10.0,10.0,10.0,10.0,10.0,10.0
22194552,2016-02-28,10.0,9.0,10.0,10.0,9.0,10.0
22201831,2016-03-22,,,,,,
22206423,2013-02-04,10.0,6.0,10.0,10.0,10.0,10.0
22206442,2013-02-04,10.0,10.0,8.0,10.0,10.0,10.0
22206450,2013-02-04,,,,,,
22206460,2013-02-04,10.0,10.0,10.0,10.0,10.0,10.0
22206461,2013-02-04,,,,,,
22206467,2013-02-04,,,,,,
22208228,2017-04-03,10.0,9.0,10.0,10.0,10.0,8.0
22208770,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22208888,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22208947,2017-02-01,,,,,,
22208978,2017-02-01,10.0,10.0,9.0,10.0,10.0,9.0
22209072,2012-02-06,,,,,,
22209149,2017-02-01,9.0,10.0,8.0,9.0,10.0,9.0
22209164,2017-02-01,10.0,10.0,9.0,10.0,10.0,8.0
22209168,2017-02-01,10.0,10.0,10.0,10.0,10.0,9.0
22209196,2017-02-01,10.0,10.0,8.0,10.0,9.0,9.0
22209345,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22209379,2017-02-01,10.0,4.0,10.0,2.0,10.0,6.0
22209430,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22209582,2017-02-01,,,,,,
22209584,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22209600,2017-02-01,9.0,9.0,9.0,9.0,9.0,8.0
22209797,2017-02-01,10.0,10.0,10.0,10.0,10.0,10.0
22209805,2017-02-01,9.0,10.0,9.0,10.0,10.0,9.0
22214188,2012-08-21,10.0,10.0,10.0,10.0,9.0,10.0
22220537,2017-01-03,10.0,10.0,4.0,4.0,10.0,8.0
22224473,2014-10-08,10.0,10.0,10.0,10.0,10.0,10.0
22226450,2013-02-04,10.0,10.0,10.0,10.0,10.0,10.0
22227217,2013-02-04,,,,,,
22227218,2013-02-04,10.0,8.0,8.0,10.0,10.0,10.0
22227223,2013-02-04,,,,,,
22227231,2013-02-04,,,,,,
22227238,2013-02-04,,,,,,
22227245,2013-02-04,,,,,,
22227256,2013-02-04,,,,,,
22227269,2013-02-04,,,,,,
22227442,2017-11-01,10.0,10.0,10.0,10.0,10.0,10.0
22231366,2013-08-16,10.0,10.0,10.0,10.0,10.0,10.0
22231602,2016-05-28,10.0,10.0,10.0,10.0,10.0,10.0
22232428,2015-09-04,10.0,9.0,10.0,10.0,10.0,9.0
22239472,2017-09-24,10.0,10.0,10.0,10.0,10.0,10.0
22240355,2013-06-13,10.0,10.0,10.0,10.0,10.0,9.0
22241805,2017-12-13,10.0,10.0,10.0,10.0,10.0,10.0
22243693,2014-12-23,9.0,8.0,10.0,10.0,9.0,9.0
22247402,2017-12-13,,,,,,
22247580,2016-03-10,10.0,9.0,10.0,10.0,10.0,9.0
22247844,2017-07-03,10.0,10.0,10.0,10.0,10.0,10.0
22249956,2013-10-21,9.0,10.0,10.0,10.0,10.0,10.0
22251912,2017-08-27,9.0,9.0,9.0,9.0,10.0,9.0
22258118,2017-12-14,6.0,10.0,10.0,10.0,10.0,8.0
22258195,2017-12-14,9.0,10.0,10.0,10.0,10.0,10.0
22266927,2015-06-15,10.0,10.0,10.0,10.0,9.0,10.0
22268172,2017-02-27,10.0,10.0,10.0,10.0,10.0,10.0
22271157,2016-03-10,,,,,,
22277649,2012-08-20,10.0,9.0,10.0,10.0,10.0,9.0
22277712,2012-02-06,,,,,,
22278359,2012-02-06,,,,,,
22279767,2012-02-06,,,,,,
22292863,2014-06-13,10.0,10.0,10.0,10.0,10.0,10.0
22293429,2011-12-21,10.0,10.0,10.0,10.0,10.0,10.0
22298178,2016-10-15,10.0,10.0,10.0,10.0,10.0,10.0
22303026,2015-12-02,9.0,9.0,10.0,10.0,9.0,9.0
22303823,2017-05-10,,,,,,
22304248,2013-10-01,10.0,10.0,10.0,10.0,10.0,10.0
22308485,2014-08-03,10.0,10.0,10.0,10.0,9.0,10.0
22308928,2015-12-29,,,,,,
22309638,2015-06-17,10.0,10.0,10.0,10.0,10.0,8.0
22309779,2015-08-20,,,,,,
22321082,2015-05-24,10.0,10.0,10.0,10.0,10.0,10.0
22328612,2016-08-18,10.0,10.0,10.0,10.0,10.0,10.0
22339501,2015-10-26,10.0,10.0,10.0,10.0,10.0,10.0
22339730,2015-07-19,10.0,10.0,10.0,10.0,10.0,10.0
22340140,2011-09-15,,,,,,
22342728,2014-08-03,,,,,,
22344219,2017-06-20,,,,,,
22344359,2017-04-24,10.0,10.0,10.0,10.0,9.0,10.0
22351575,2017-12-20,,,,,,
22353809,2016-01-12,10.0,9.0,10.0,10.0,9.0,9.0
22356583,2015-02-15,2.0,6.0,2.0,6.0,6.0,6.0
22360335,2015-02-08,,,,,,
22361123,2017-04-22,10.0,10.0,10.0,10.0,9.0,10.0
22369944,2016-03-04,,,,,,
22370080,2016-10-04,10.0,10.0,10.0,10.0,10.0,10.0
22370582,2014-11-22,10.0,10.0,10.0,10.0,9.0,10.0
22371842,2017-02-28,10.0,10.0,10.0,9.0,10.0,9.0
22374601,2015-03-12,,,,,,
22376222,2012-02-12,10.0,9.0,10.0,10.0,10.0,10.0
22388590,2016-09-03,,,,,,
22392576,2016-02-24,,,,,,
22395861,2017-07-13,,,,,,
22397093,2014-04-19,10.0,10.0,10.0,10.0,10.0,10.0
22397315,2014-04-19,10.0,10.0,10.0,10.0,10.0,10.0
22398546,2013-06-05,10.0,10.0,10.0,10.0,10.0,9.0
22399138,2012-07-08,10.0,10.0,10.0,10.0,10.0,10.0
